ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-265440,2,06/08/2021 14:42,06/08/2021 15:26,33.974643,-118.286508,33.974657,-118.282673,0.22,Slow traffic from S Vermont Ave (Florence Ave) to S Figueroa St (Florence Ave) due to accident.,710, W Florence Ave,L,Los Angeles,Los Angeles,CA,90044-6106,US,US/Pacific,KHHR,06/08/2021 14:53,75,75,60,29.85,10,W,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-266895,2,29/11/2021 15:52,29/11/2021 17:57,34.046244,-118.20652,34.047054,-118.208358,0.119,Stationary traffic from N Evergreen Ave (E Cesar E Chavez Ave) to I-5/I-10/Golden Hwy (E Cesar E Chavez Ave) due to accident.,2443, E Cesar E Chavez Ave,L,Los Angeles,Los Angeles,CA,90033-3001,US,US/Pacific,KCQT,29/11/2021 15:52,71,71,31,29.79,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-266947,2,14/10/2021 08:08,14/10/2021 10:19,33.987141,-118.354435,33.987653,-118.354344,0.036,Accident from W 59th St to W Slauson Ave.,5900, Overhill Dr,L,Los Angeles,Los Angeles,CA,90043-3323,US,US/Pacific,KHHR,14/10/2021 07:53,57,57,51,29.93,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-267266,2,17/11/2021 15:58,17/11/2021 18:59,34.023671,-118.172792,34.023397,-118.173959,0.069,Stationary traffic on CA-72 from I-710 S to I-710 S / E Olympic Blvd due to accident.,4444, Whittier Blvd,R,Los Angeles,Los Angeles,CA,90022-1555,US,US/Pacific,KCQT,17/11/2021 15:52,64,64,67,29.8,7,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-267345,2,21/12/2021 13:11,21/12/2021 15:14,34.003725,-118.286382,34.003764,-118.282105,0.245,Slow traffic from S Vermont Ave (W Vernon Ave) to I-110/S Grand Ave/S Flower St (W Vernon Ave) due to accident.,717, W Vernon Ave,R,Los Angeles,Los Angeles,CA,90037-2613,US,US/Pacific,KCQT,21/12/2021 12:52,66,66,24,29.87,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-267346,2,05/12/2021 15:43,05/12/2021 17:45,34.00375,-118.28349,34.003764,-118.282105,0.079,Slow traffic from S Vermont Ave (W Vernon Ave) to I-110/S Grand Ave/S Flower St (W Vernon Ave) due to accident.,517, W Vernon Ave,R,Los Angeles,Los Angeles,CA,90037-2613,US,US/Pacific,KCQT,05/12/2021 15:52,62,62,67,29.82,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-267555,2,20/10/2021 10:31,20/10/2021 12:44,34.014835,-118.162999,34.014957,-118.16362,0.037,Accident from Clela Ave to Fraser Ave.,5013, Union Pacific Ave,L,Los Angeles,Los Angeles,CA,90022-4951,US,US/Pacific,KCQT,20/10/2021 10:52,67,67,51,29.91,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-270656,2,19/10/2021 07:08,19/10/2021 09:20,34.076262,-118.216461,34.077096,-118.216001,0.063,Slow traffic from I-5 N to Barranca St due to accident.,2501, Pasadena Ave,L,Los Angeles,Los Angeles,CA,90031-2216,US,US/Pacific,KCQT,19/10/2021 06:52,53,53,77,29.8,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-271071,2,01/12/2021 16:42,01/12/2021 18:47,34.033359,-118.169149,34.033349,-118.171059,0.109,Accident from S Mednik Ave (E 3rd St) to I-710/Long Beach Fwy (E 3rd St).,,S Ford Blvd,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,01/12/2021 16:52,58,58,84,29.85,2,WSW,3,0,Haze,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-271226,2,08/12/2021 15:59,08/12/2021 18:05,33.962605,-118.282702,33.960009,-118.28198,0.184,Slow traffic from W 83rd St / W 84th St to I-110 S due to accident.,8430, S Figueroa St,L,Los Angeles,Los Angeles,CA,90003-2729,US,US/Pacific,KHHR,08/12/2021 15:53,64,64,70,29.91,8,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-272233,2,23/12/2021 11:47,23/12/2021 14:05,34.10934,-118.252404,34.11127,-118.247174,0.328,Accident from CA-2 S to CA-2 N.,2654, Fletcher Dr,L,Los Angeles,Los Angeles,CA,90039-2804,US,US/Pacific,KCQT,23/12/2021 11:45,53,53,93,29.8,2,VAR,3,0.05,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-272321,2,11/04/2021 10:16,11/04/2021 18:45,34.038238,-118.278317,34.037245,-118.309917,1.811,Stationary traffic on I-10 W - Santa Monica Fwy W from I-110/CA-110/Harbor Fwy (I-10) to Western Ave (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,11/04/2021 09:52,64,64,65,29.62,7,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-272928,2,23/07/2021 06:53,23/07/2021 13:05,34.04964,-118.214169,34.030987,-118.219505,1.325,Stationary traffic on Golden State Fwy S - I-10 W - I-5 S from exit [135A] to exit [134A] due to accident.,,E Cesar E Chavez Ave,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,23/07/2021 06:52,70,70,76,29.82,7,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-273084,2,28/07/2021 15:11,28/07/2021 17:35,34.011129,-118.284451,34.010528,-118.282735,0.107,Slow traffic from S Hoover St / Exposition Park Dr to W 40th Pl due to accident.,,W Martin Luther King Jr Blvd,R,Los Angeles,Los Angeles,CA,90037,US,US/Pacific,KCQT,28/07/2021 14:52,81,,47,29.78,10,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-273484,2,17/11/2021 15:58,17/11/2021 18:15,34.023671,-118.172792,34.023397,-118.173959,0.069,Stationary traffic on CA-72 from I-710 S to I-710 S / E Olympic Blvd due to accident.,4444, Whittier Blvd,R,Los Angeles,Los Angeles,CA,90022-1555,US,US/Pacific,KCQT,17/11/2021 15:52,64,64,67,29.8,7,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-275007,2,10/12/2021 16:15,10/12/2021 18:23,34.054949,-118.450572,34.055743,-118.452269,0.112,Slow traffic from Ohio Ave to I-405 N due to accident.,,S Sepulveda Blvd,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,10/12/2021 15:51,60,60,62,29.91,10,SSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-275101,2,29/09/2021 18:06,29/09/2021 20:33,33.958725,-118.282707,33.960026,-118.282109,0.096,Slow traffic from W 87th St to I-110 S due to accident.,8701, S Figueroa St,R,Los Angeles,Los Angeles,CA,90003-3213,US,US/Pacific,KHHR,29/09/2021 17:53,70,70,63,29.8,10,W,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-276015,2,29/10/2021 16:28,29/10/2021 19:09,34.03991,-118.316818,34.039208,-118.317695,0.07,Slow traffic from S Van Ness Ave to I-10 W due to accident.,2466, W Washington Blvd,L,Los Angeles,Los Angeles,CA,90018-1452,US,US/Pacific,KCQT,29/10/2021 16:52,76,76,40,29.66,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-276723,2,12/07/2021 12:49,12/07/2021 14:46,34.045677,-118.215494,34.02008,-118.183016,2.566,Slow traffic on Golden State Fwy S - Santa Ana Fwy S - I-10 W - I-5 S from Cesar E Chavez Ave (I-10/I-5) to Olympic Blvd/Exit 127 (I-5) due to accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,12/07/2021 12:52,82,,52,29.7,10,,,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-279066,2,03/08/2021 17:31,03/08/2021 19:33,33.982358,-118.286454,33.98237,-118.281096,0.307,Slow traffic from S Vermont Ave (W Gage Ave) to I-110/Harbor Fwy/S Grand Ave (W Gage Ave) due to accident.,713, W Gage Ave,L,Los Angeles,Los Angeles,CA,90044-5441,US,US/Pacific,KHHR,03/08/2021 17:53,75,75,53,29.8,10,WSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-279516,2,20/08/2021 14:38,20/08/2021 18:02,34.011134,-118.283773,34.011681,-118.282731,0.071,Slow traffic from S Hoover St / Exposition Park Dr to W 39th St / Exposition Park Dr due to accident.,,W Martin Luther King Jr Blvd,R,Los Angeles,Los Angeles,CA,90037,US,US/Pacific,KCQT,20/08/2021 14:52,77,77,58,29.61,10,W,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-281302,2,01/12/2021 07:33,01/12/2021 09:59,33.989314,-118.258527,33.989344,-118.255823,0.155,Stationary traffic from Avalon Blvd (Slauson Ave) to S Alameda St (Slauson Ave) due to accident.,948, E Slauson Ave,R,Los Angeles,Los Angeles,CA,90011-5240,US,US/Pacific,KCQT,01/12/2021 07:36,51,51,96,29.89,0,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-281384,2,17/11/2021 16:25,17/11/2021 19:59,33.975561,-118.282678,33.974662,-118.282065,0.071,Stationary traffic from W 71st St to I-110 S due to accident.,499, W 71st St,R,Los Angeles,Los Angeles,CA,90003-1838,US,US/Pacific,KHHR,17/11/2021 16:53,62,62,72,29.95,9,WNW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-281798,2,25/05/2021 12:13,25/05/2021 14:42,33.983325,-118.273929,33.982427,-118.273931,0.062,Incident on S MAIN ST near HOUSE 6200 Drive with caution.,101, E 62nd St,L,Los Angeles,Los Angeles,CA,90003-1233,US,US/Pacific,KHHR,25/05/2021 11:53,77,77,50,29.89,10,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-281888,2,13/06/2021 08:34,13/06/2021 10:12,33.955171,-118.254011,33.954726,-118.254009,0.031,Incident on HOOPER AVE near HOUSE 8926 Drive with caution.,8913, Hooper Ave,R,Los Angeles,Los Angeles,CA,90002-1722,US,US/Pacific,KHHR,13/06/2021 08:37,64,64,78,29.86,10,SSE,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-282747,2,26/09/2021 13:46,26/09/2021 15:07,34.050818,-118.2585,34.050476,-118.257963,0.039,Incident on W 6TH ST near S FIGUEROA ST Drive with caution.,601, S Figueroa St,R,Los Angeles,Los Angeles,CA,90017-3874,US,US/Pacific,KCQT,26/09/2021 13:52,68,,70,29.81,10,,,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-282766,2,27/08/2021 17:09,27/08/2021 20:19,33.992646,-118.358928,33.988202,-118.358508,0.308,Stationary traffic from Stocker St/Overhill Dr (S la Brea Ave) to Centinela Ave (N la Brea Ave) due to accident.,5101, S La Brea Ave,R,Los Angeles,Los Angeles,CA,90056-1857,US,US/Pacific,KLAX,27/08/2021 16:53,69,69,75,29.57,10,W,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-285053,2,12/12/2021 10:43,12/12/2021 12:45,34.045442,-118.317722,34.042696,-118.317708,0.19,Slow traffic from W Olympic Blvd (Arlington Ave) to I-10 (Arlington Ave) due to accident.,1512, Arlington Ave,L,Los Angeles,Los Angeles,CA,90019-4552,US,US/Pacific,KCQT,12/12/2021 10:52,59,59,33,29.84,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-285075,2,12/12/2021 10:15,12/12/2021 17:18,33.971841,-118.28061,34.042635,-118.272859,4.912,Slow traffic on I-110 N - CA-110 N - Harbor Fwy N from 76th St (I-110) to I-110/I-10/Santa Monica Fwy (I-110) due to accident.,,Harbor Fwy N,R,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,12/12/2021 09:53,57,57,37,29.99,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-285280,2,03/12/2021 16:04,03/12/2021 17:54,33.989163,-118.284854,33.989179,-118.278289,0.376,Slow traffic from S Vermont Ave (Slauson Ave) to S Main St (Slauson Ave) due to accident.,635, W Slauson Ave,R,Los Angeles,Los Angeles,CA,90044-6359,US,US/Pacific,KHHR,03/12/2021 15:53,59,59,72,29.99,9,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-285387,2,03/11/2021 08:07,03/11/2021 10:13,34.04603,-118.208278,34.047054,-118.208358,0.071,Stationary traffic from E 1st St / S Soto St to N Breed St due to accident.,237, N Soto St,L,Los Angeles,Los Angeles,CA,90033-2914,US,US/Pacific,KCQT,03/11/2021 08:18,57,57,93,29.89,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-285516,2,02/11/2021 07:49,02/11/2021 08:01,34.055685,-118.1847,34.055571,-118.1981,0.767,Slow traffic on I-10 W - San Bernardino Fwy W from Eastern Ave/Ramona Rd (I-10) to Soto St (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,02/11/2021 07:52,56,56,90,29.97,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-286169,2,17/12/2021 15:42,17/12/2021 20:02,33.960012,-118.284774,33.960014,-118.280984,0.217,Slow traffic from S Hoover St (Manchester Ave) to I-110/Harbor Fwy (Manchester Ave) due to accident.,616, W Manchester Ave,L,Los Angeles,Los Angeles,CA,90044-5746,US,US/Pacific,KHHR,17/12/2021 14:53,66,66,36,30.03,10,WSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-286454,2,08/12/2021 15:59,08/12/2021 18:17,33.962159,-118.282702,33.960009,-118.28198,0.154,Slow traffic from W 84th St to I-110 S due to accident.,500, W 84th St,L,Los Angeles,Los Angeles,CA,90044-5814,US,US/Pacific,KHHR,08/12/2021 15:53,64,64,70,29.91,8,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-286652,2,01/11/2021 10:18,01/11/2021 12:35,34.025619,-118.22876,34.026018,-118.229911,0.071,Stationary traffic from Rio Vista Ave to I-10 E due to accident.,2428, E Olympic Blvd,R,Los Angeles,Los Angeles,CA,90021-2902,US,US/Pacific,KCQT,01/11/2021 09:52,63,63,72,29.92,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-286852,2,16/06/2021 15:31,16/06/2021 18:29,34.027821,-118.427498,34.02689,-118.428274,0.078,Stationary traffic from S Bentley Ave to Clover Ave due to accident.,11127, National Blvd,R,Los Angeles,Los Angeles,CA,90064-4029,US,US/Pacific,KSMO,16/06/2021 15:51,72,72,68,29.63,10,SW,9,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287218,2,15/12/2021 15:21,15/12/2021 17:44,33.928551,-118.284736,33.927701,-118.272642,0.696,Accident on S Hoover St from exit [10] to I-105 E - Glenn Anderson Fwy E.,,Glenn Anderson Fwy E,R,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,15/12/2021 14:53,57,57,37,30.12,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287303,2,24/07/2021 18:39,24/07/2021 19:57,34.028293,-118.189287,34.028297,-118.187447,0.105,Incident on E 6TH ST near S ROWAN AVE Expect delays.,3792, E 6th St,R,Los Angeles,Los Angeles,CA,90023-1808,US,US/Pacific,KCQT,24/07/2021 18:52,73,73,66,29.73,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287525,2,16/12/2021 15:19,16/12/2021 18:02,34.007517,-118.282795,34.003764,-118.282105,0.262,Stationary traffic from W 41st Pl to I-110 S due to accident.,4169, S Figueroa St,R,Los Angeles,Los Angeles,CA,90037-2040,US,US/Pacific,KCQT,16/12/2021 15:34,55,55,74,29.86,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-287526,2,25/08/2021 07:55,25/08/2021 10:17,34.004597,-118.282714,34.003764,-118.282105,0.067,Stationary traffic from W 43rd Pl to I-110 S due to accident.,4339, S Figueroa St,R,Los Angeles,Los Angeles,CA,90037-2641,US,US/Pacific,KCQT,25/08/2021 07:52,67,67,81,29.75,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287675,2,15/12/2021 10:25,15/12/2021 12:42,34.055374,-118.187881,34.055624,-118.197211,0.534,Accident on City Terrace Dr/Herbert Ave (I-10) from Soto St (I-10) to I-10 W - San Bernardino Fwy W.,,I-10 W,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,15/12/2021 10:52,52,52,53,30.05,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287676,2,18/06/2021 17:14,18/06/2021 17:21,34.055587,-118.197124,34.054729,-118.202439,0.31,Stationary traffic on I-10 W from exit [19C] to exit [19A] due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,18/06/2021 16:52,76,76,60,29.55,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287814,2,12/12/2021 15:39,12/12/2021 17:50,33.960141,-118.231589,33.95741,-118.229918,0.212,Slow traffic from E Manchester Ave to Calden Ave due to accident.,8599, S Alameda St,R,Los Angeles,Los Angeles,CA,90001,US,US/Pacific,KCQT,12/12/2021 15:52,62,62,41,29.77,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-288105,2,30/09/2021 08:45,30/09/2021 11:03,34.105032,-118.258011,34.106377,-118.25609,0.144,Stationary traffic from Glendale Blvd/Silver Ridge Ave (Fletcher Dr) to I-5/Golden Hwy (Fletcher Dr) due to accident.,2352, Fletcher Dr,R,Los Angeles,Los Angeles,CA,90039-4041,US,US/Pacific,KCQT,30/09/2021 08:52,68,68,61,29.74,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-288911,2,26/11/2021 15:30,26/11/2021 15:50,34.025941,-118.275212,34.032795,-118.274528,0.475,Slow traffic on I-110 N - Harbor Fwy N from 28th St (I-110) to I-110/I-10/Santa Monica Fwy (I-110) due to accident.,,Harbor Fwy N,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,26/11/2021 15:52,72,72,17,29.81,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-289636,2,18/06/2021 12:46,18/06/2021 14:25,34.054623,-118.257383,34.051663,-118.260483,0.271,Incident on I-110 SB near W 5TH ST Right shoulder closed.,,CA-110 S,R,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,18/06/2021 12:52,81,81,50,29.57,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-290285,2,30/10/2021 16:44,30/10/2021 19:14,33.958559,-118.231222,33.95741,-118.229918,0.109,Stationary traffic from E Manchester Ave to Calden Ave due to accident.,8669, S Alameda St,R,Los Angeles,Los Angeles,CA,90002-1542,US,US/Pacific,KHHR,30/10/2021 16:53,64,64,75,29.85,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-290286,2,19/10/2021 17:44,19/10/2021 20:06,33.961091,-118.231788,33.95741,-118.229918,0.276,Stationary traffic from E 85th St to Calden Ave due to accident.,8501, S Alameda St,R,Los Angeles,Los Angeles,CA,90001,US,US/Pacific,KCQT,19/10/2021 17:52,63,63,65,29.77,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-293784,2,30/07/2021 17:16,30/07/2021 17:36,33.983273,-118.256434,33.982073,-118.25272,0.228,Slow traffic from E 62nd St to Hooper Ave due to accident.,1298, E 62nd St,R,Los Angeles,Los Angeles,CA,90001-1510,US,US/Pacific,KCQT,30/07/2021 16:52,74,74,59,29.71,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-294113,2,20/11/2021 14:57,20/11/2021 19:07,33.974726,-118.237251,33.974673,-118.233776,0.199,Slow traffic from Compton Ave (Florence Ave) to Pacific Blvd (Florence Ave) due to accident.,1951, E Florence Ave,L,Los Angeles,Los Angeles,CA,90001-2745,US,US/Pacific,KCQT,20/11/2021 14:52,62,62,70,29.83,3,VAR,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-294520,2,03/04/2021 06:36,03/04/2021 17:50,34.022625,-118.15662,34.020273,-118.156692,0.163,Stationary traffic on CA-72 from Hubbard St to Amalia Ave due to accident.,699, S Atlantic Blvd,R,Los Angeles,Los Angeles,CA,90022-3211,US,US/Pacific,KCQT,03/04/2021 06:52,56,56,87,29.9,4,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-294777,2,10/11/2021 10:57,10/11/2021 13:12,33.960012,-118.284774,33.960026,-118.282109,0.153,Slow traffic from S Hoover St (Manchester Ave) to I-110/Harbor Fwy (Manchester Ave) due to accident.,616, W Manchester Ave,L,Los Angeles,Los Angeles,CA,90044-5746,US,US/Pacific,KHHR,10/11/2021 10:53,70,70,53,30.06,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-294959,2,24/12/2021 11:35,24/12/2021 13:40,34.03991,-118.316818,34.039208,-118.317695,0.07,Stationary traffic from S Van Ness Ave to I-10 W due to accident.,2466, W Washington Blvd,L,Los Angeles,Los Angeles,CA,90018-1452,US,US/Pacific,KCQT,24/12/2021 11:26,58,58,75,29.69,10,WSW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
